序号,一级序号,二级序号,三级序号,二级产品类别,intended_use,grade,row_id
9,15,用于药物及药物代谢物检测的试剂,15001,他克莫司检测试剂,用于检测人体样本中的他克莫司浓度。临床上用于他克莫司血药浓度的监测。,Ⅱ,609
10,15,用于药物及药物代谢物检测的试剂,15002,妥布霉素检测试剂,用于检测人体样本中的妥布霉素浓度。临床上用于妥布霉素血药浓度的监测。,Ⅱ,610
1,15,用于药物及药物代谢物检测的试剂,15003,环孢霉素检测试剂,用于检测人体样本中的环孢霉素浓度。临床上用于环孢霉素血药浓度的监测。,Ⅱ,611
2,15,用于药物及药物代谢物检测的试剂,15004,庆大霉素检测试剂,用于检测人体样本中的庆大霉素浓度。临床上用于庆大霉素血药浓度的监测。,Ⅱ,612
3,15,用于药物及药物代谢物检测的试剂,15005,万古霉素检测试剂,用于检测人体样本中的万古霉素浓度。临床上用于万古霉素血药浓度的监测。,Ⅱ,613
4,15,用于药物及药物代谢物检测的试剂,15006,甲氨蝶呤检测试剂,用于检测人体样本中的甲氨蝶呤浓度。临床上用于甲氨蝶呤血药浓度的监测。,Ⅱ,614
5,15,用于药物及药物代谢物检测的试剂,15007,丙戊酸检测试剂,用于检测人体样本中的丙戊酸浓度。临床上用于丙戊酸血药浓度的监测。,Ⅱ,615
6,15,用于药物及药物代谢物检测的试剂,15008,霉酚酸检测试剂,用于检测人体样本中的霉酚酸浓度。临床上用于霉酚酸血药浓度的监测。,Ⅱ,616
7,15,用于药物及药物代谢物检测的试剂,15009,醋氨酚检测试剂,用于检测人体样本中的醋氨酚浓度。临床上用于醋氨酚血药浓度的监测。,Ⅱ,617
8,15,用于药物及药物代谢物检测的试剂,15010,水杨酸检测试剂,用于检测人体样本中的水杨酸浓度。临床上用于水杨酸血药浓度的监测。,Ⅱ,618
9,15,用于药物及药物代谢物检测的试剂,15011,对乙酰氨基酚检测试剂,用于检测人体样本中的对乙酰氨基酚浓度。临床上用于对乙酰氨基酚血药浓度的监测。,Ⅱ,619
10,15,用于药物及药物代谢物检测的试剂,15012,卡马西平检测试剂,用于检测人体样本中的卡马西平浓度。临床上用于卡马西平血药浓度的监测。,Ⅱ,620
1,15,用于药物及药物代谢物检测的试剂,15013,茶碱检测试剂,用于检测人体样本中的茶碱浓度。临床上用于茶碱血药浓度的监测。,Ⅱ,621
2,15,用于药物及药物代谢物检测的试剂,15014,地高辛检测试剂,用于检测人体样本中的地高辛浓度。临床上用于地高辛血药浓度的监测。,Ⅱ,622
3,15,用于药物及药物代谢物检测的试剂,15015,苯妥英检测试剂,用于检测人体样本中的苯妥英浓度。临床上用于苯妥英血药浓度的监测。,Ⅱ,623
4,15,用于药物及药物代谢物检测的试剂,15016,5-氟尿嘧啶检测试剂,用于检测人体样本中的5-氟尿嘧啶（5-Fu）浓度。临床上用于5-氟尿嘧啶血药浓度的监测。,Ⅱ,624
5,15,用于药物及药物代谢物检测的试剂,15017,奥氮平检测试剂,用于检测人体样本中的奥氮平（OLZ）浓度。临床上用于奥氮平血药浓度的监测。,Ⅱ,625
6,15,用于药物及药物代谢物检测的试剂,15018,奥卡西平检测试剂,用于检测人体样本中的奥卡西平浓度。临床上用于奥卡西平血药浓度的监测。,Ⅱ,626
7,15,用于药物及药物代谢物检测的试剂,15019,伏立康唑检测试剂,用于检测人体样本中的伏立康唑浓度。临床上用于伏立康唑血药浓度的监测。,Ⅱ,627
8,15,用于药物及药物代谢物检测的试剂,15020,利奈唑胺检测试剂,用于检测人体样本中的利奈唑胺浓度。临床上用于利奈唑胺血药浓度的监测。,Ⅱ,628
9,15,用于药物及药物代谢物检测的试剂,15021,利培酮检测试剂,用于检测人体样本中的利培酮浓度。临床上用于利培酮血药浓度的监测。,Ⅱ,629
10,15,用于药物及药物代谢物检测的试剂,15022,紫杉醇检测试剂,用于检测人体样本中的紫杉醇浓度。临床上用于紫杉醇血药浓度的监测。,Ⅱ,630
1,15,用于药物及药物代谢物检测的试剂,15023,多西紫杉醇检测试剂,用于检测人体样本中的多西紫杉醇浓度。临床上用于多西紫杉醇血药浓度的监测。,Ⅱ,631
2,15,用于药物及药物代谢物检测的试剂,15024,艾司西酞普兰检测试剂,用于检测人体样本中的艾司西酞普兰浓度。临床上用于艾司西酞普兰血药浓度的监测。,Ⅱ,632
3,15,用于药物及药物代谢物检测的试剂,15025,氨磺必利检测试剂,用于检测人体样本中的氨磺必利浓度。临床上用于氨磺必利血药浓度的监测。,Ⅱ,633
4,15,用于药物及药物代谢物检测的试剂,15026,喹硫平检测试剂,用于检测人体样本中的喹硫平（QTP）浓度。临床上用于喹硫平（QTP）血药浓度的监测。,Ⅱ,634
5,15,用于药物及药物代谢物检测的试剂,15027,拉莫三嗪检测试剂,用于检测人体样本中的拉莫三嗪浓度。临床上用于拉莫三嗪血药浓度的监测。,Ⅱ,635
6,15,用于药物及药物代谢物检测的试剂,15028,氯氮平检测试剂,用于检测人体样本中的氯氮平浓度。临床上用于氯氮平血药浓度的监测。,Ⅱ,636
7,15,用于药物及药物代谢物检测的试剂,15029,帕罗西汀检测试剂,用于检测人体样本中的帕罗西汀浓度。临床上用于帕罗西汀血药浓度的监测。,Ⅱ,637
8,15,用于药物及药物代谢物检测的试剂,15030,舍曲林检测试剂,用于检测人体样本中的舍曲林浓度。临床上用于舍曲林血药浓度的监测。,Ⅱ,638
9,15,用于药物及药物代谢物检测的试剂,15031,托吡酯检测试剂,用于检测人体样本中的托吡酯浓度。临床上用于托吡酯血药浓度的监测。,Ⅱ,639
10,15,用于药物及药物代谢物检测的试剂,15032,文拉法辛检测试剂,用于检测人体样本中的文拉法辛浓度。临床上用于文拉法辛血药浓度的监测。,Ⅱ,640
1,15,用于药物及药物代谢物检测的试剂,15033,氟康唑检测试剂,用于检测人体样本中的氟康唑浓度。临床上用于氟康唑血药浓度的监测。,Ⅱ,641
2,15,用于药物及药物代谢物检测的试剂,15034,雷帕霉素检测试剂,用于检测人体样本中的雷帕霉素浓度。临床上用于雷帕霉素血药浓度的监测。,Ⅱ,642
3,15,用于药物及药物代谢物检测的试剂,15035,酰胺醇类药物检测试剂,用于检测人体样本中的酰胺醇类（氯霉素类）浓度。临床上用于酰胺醇类（氯霉素类）血药浓度的监测。,Ⅱ,643
4,15,用于药物及药物代谢物检测的试剂,15036,亚甲蓝检测试剂,用于检测人体样本中的亚甲蓝浓度。临床上用于亚甲蓝血药浓度的监测。,Ⅱ,644
5,15,用于药物及药物代谢物检测的试剂,15037,伊马替尼检测试剂,用于检测人体样本中的伊马替尼浓度。临床上用于伊马替尼血药浓度的监测。,Ⅱ,645
6,15,用于药物及药物代谢物检测的试剂,15038,伊曲康唑检测试剂,用于检测人体样本中的伊曲康唑浓度。临床上用于伊曲康唑血药浓度的监测。,Ⅱ,646
7,15,用于药物及药物代谢物检测的试剂,15039,英夫利西单抗检测试剂,用于检测人体样本中的英夫利西单抗浓度。临床上用于英夫利西单抗血药浓度的监测。,Ⅱ,647
8,15,用于药物及药物代谢物检测的试剂,15040,荧光素钠检测试剂,用于检测人体样本中的荧光素钠浓度。临床上用于荧光素钠血药浓度的监测。,Ⅱ,648
9,15,用于药物及药物代谢物检测的试剂,15041,阿立哌唑检测试剂,用于检测人体样本中的阿立哌唑浓度。临床上用于阿立哌唑血药浓度的监测。,Ⅱ,649
10,15,用于药物及药物代谢物检测的试剂,15042,左乙拉西坦检测试剂,用于检测人体样本中的左乙拉西坦浓度。临床上用于左乙拉西坦血药浓度的监测。,Ⅱ,650
1,15,用于药物及药物代谢物检测的试剂,15043,唑尼沙胺检测试剂,用于检测人体样本中的唑尼沙胺浓度。临床上用于唑尼沙胺血药浓度的监测。,Ⅱ,651
2,15,用于药物及药物代谢物检测的试剂,15044,N-乙酰普鲁卡因胺检测试剂,用于检测人体样本中的N-乙酰普鲁卡因胺浓度。临床上用于N-乙酰普鲁卡因胺血药浓度的监测。,Ⅱ,652
3,15,用于药物及药物代谢物检测的试剂,15045,普鲁卡因胺检测试剂,用于检测人体样本中的普鲁卡因胺浓度。临床上用于普鲁卡因血药浓度的监测。,Ⅱ,653
4,15,用于药物及药物代谢物检测的试剂,15046,利多卡因检测试剂,用于检测人体样本中的利多卡因浓度。临床上用于利多卡因血药浓度的监测。,Ⅱ,654
5,15,用于药物及药物代谢物检测的试剂,15047,普里米酮检测试剂,用于检测人体样本中的普里米酮浓度。临床上用于普里米酮血药浓度的监测。,Ⅱ,655
6,15,用于药物及药物代谢物检测的试剂,15048,溴哌利多检测试剂,用于检测人体样本中的溴哌利多浓度。临床上用于溴哌利多血药浓度的监测。,Ⅱ,656
7,15,用于药物及药物代谢物检测的试剂,15049,3-甲氧基酪胺检测试剂,用于检测人体尿液样本中3-甲氧基酪胺浓度。临床上用于3-甲氧基酪胺血药浓度的监测。,Ⅱ,657
8,15,用于药物及药物代谢物检测的试剂,15050,阿达木单抗检测试剂,用于检测人体样本中的阿达木单抗浓度。临床上用于阿达木单抗血药浓度的监测。,Ⅱ,658
9,16,用于自身抗体检测的试剂,16001,抗β2糖蛋白1抗体检测试剂,用于检测人体样本中的抗β2糖蛋白1（β2-GP1）抗体/IgA抗体/IgM抗体/IgG抗体。临床上用于抗磷脂综合征（APS）、系统性红斑狼疮（SLE）的辅助诊断。,Ⅱ,659
10,16,用于自身抗体检测的试剂,16002,抗β2糖蛋白I结构域1抗体试剂,用于检测人体样本中的抗β2糖蛋白I结构域1抗体。临床上用于抗磷脂综合征（APS）的辅助诊断。,Ⅱ,660
1,16,用于自身抗体检测的试剂,16003,抗水通道蛋白4抗体检测试剂,用于检测人体样本中的抗水通道蛋白4（AQP4）抗体。临床上用于视神经脊髓炎谱系病（NMOSD）的辅助诊断。,Ⅱ,661
2,16,用于自身抗体检测的试剂,16004,抗大疱性类天疱疮抗原180抗体检测试剂,用于检测人体样本中的抗大疱性类天疱疮抗原180（BP180）抗体。临床上用于大疱性类天疱疮的辅助诊断。,Ⅱ,662
3,16,用于自身抗体检测的试剂,16005,抗大疱性类天疱疮抗原230抗体检测试剂,用于检测人体样本中的抗大疱性类天疱疮抗原230（BP230）抗体。临床上用于大疱性类天疱疮的辅助诊断。,Ⅱ,663
4,16,用于自身抗体检测的试剂,16006,抗可溶性肝抗原-肝胰抗原抗体检测试剂,用于检测人体样本中的抗可溶性肝抗原-肝胰抗原（SLA/LP）抗体。临床上用于自身免疫性肝炎的辅助诊断。,Ⅱ,664
5,16,用于自身抗体检测的试剂,16007,抗可溶性肝抗原抗体检测试剂,用于检测人体样本中的抗可溶性肝抗原（SLA）抗体。临床上用于自身免疫性肝炎的辅助诊断。,Ⅱ,665
6,16,用于自身抗体检测的试剂,16008,抗蛋白酶3抗体检测试剂,用于检测人体样本中的抗蛋白酶3（PR3）抗体。临床上用于在Wegener肉芽肿（WG）血管炎等抗中性粒细胞胞浆抗体（ANCA）相关性血管炎的辅助诊断。,Ⅱ,666
7,16,用于自身抗体检测的试剂,16009,抗促甲状腺素受体抗体检测试剂,用于检测人体样本中的抗促甲状腺素受体（TSHR）抗体。临床上用于毒性弥漫性甲状腺肿（Graves）疾病的辅助诊断。,Ⅱ,667
8,16,用于自身抗体检测的试剂,16010,抗甲状腺过氧化物酶抗体检测试剂,用于检测人体样本中的抗甲状腺过氧化物酶抗体（TPOAb）。临床上用于自身免疫性甲状腺疾病的辅助诊断。,Ⅱ,668
9,16,用于自身抗体检测的试剂,16011,抗甲状腺球蛋白抗体检测试剂,用于检测人体样本中抗甲状腺球蛋白抗体（TGAb），临床上用于甲亢、慢性甲状腺炎以及甲状腺异常，如慢性淋巴球甲状腺炎、非毒性甲状腺肿、Grave病的辅助诊断。,Ⅱ,669
10,16,用于自身抗体检测的试剂,16012,抗M2-3E抗体检测试剂,用于检测人体样本中的抗M2-3E抗体。临床上用于原发性胆汁性胆管炎（PBC）的辅助诊断。,Ⅱ,670
1,16,用于自身抗体检测的试剂,16013,抗补体1q抗体检测试剂,用于检测人体样本中的抗补体1q（C1q）抗体。临床上用于狼疮肾炎、低补体血症性荨麻疹性血管炎（HUVS）、膜增生性肾小球肾炎（MPGN）等疾病的辅助诊断。,Ⅱ,671
2,16,用于自身抗体检测的试剂,16014,抗组氨酰tRNA合成酶抗体检测试剂,用于检测人体样本中的抗组氨酰tRNA合成酶（Jo-1）抗体。临床上用于多发性肌炎/皮肌炎（PM/DM）的辅助诊断。,Ⅱ,672
3,16,用于自身抗体检测的试剂,16015,抗苏氨酰tRNA合成酶抗体检测试剂,用于检测人体样本中的抗苏氨酰tRNA合成酶（PL-7）抗体。临床上用于多发性肌炎的辅助诊断。,Ⅱ,673
4,16,用于自身抗体检测的试剂,16016,抗丙氨酰tRNA合成酶抗体检测试剂,用于检测人体样本中的抗丙氨酰tRNA合成酶（PL-12）抗体。临床上用于多发性肌炎的辅助诊断。,Ⅱ,674
5,16,用于自身抗体检测的试剂,16017,抗甘氨酰tRNA合成酶抗体检测试剂,用于检测人体样本中的抗甘氨酰tRNA合成酶（EJ）抗体。临床上用于多发性肌炎的辅助诊断。,Ⅱ,675
6,16,用于自身抗体检测的试剂,16018,抗信号识别粒子（SRP）抗体检测试剂,用于检测人体样本中的抗信号识别粒子（SRP）抗体。临床上用于免疫介导性坏死性肌病的辅助诊断。,Ⅱ,676
7,16,用于自身抗体检测的试剂,16019,抗Mi-2抗体检测试剂,用于检测人体样本中的抗Mi-2抗体。临床上用于皮肌炎（DM）的辅助诊断。,Ⅱ,677
8,16,用于自身抗体检测的试剂,16020,抗PM-Scl抗体检测试剂,用于检测人体样本中的抗PM-Scl抗体。临床上用于肌炎/重叠综合征等自身免疫疾病的辅助诊断。,Ⅱ,678
9,16,用于自身抗体检测的试剂,16021,抗RA33抗体检测试剂,用于检测人体样本中的抗RA33（异质性核糖核蛋白A2）抗体。临床上用于类风湿关节炎（RA），以及系统性红斑狼疮（SLE）或混合结缔组织病（MCTD）的辅助诊断。,Ⅱ,679
10,16,用于自身抗体检测的试剂,16022,抗Scl-70抗体检测试剂,用于检测人体样本中的抗Scl-70（DNA拓扑异构酶Ⅰ）抗体。临床上用于系统性硬化症（SSc）的辅助诊断。,Ⅱ,680
1,16,用于自身抗体检测的试剂,16023,抗Sm抗体检测试剂,用于检测人体样本中的抗Sm抗体。临床上用于系统红斑狼疮的辅助诊断。,Ⅱ,681
2,16,用于自身抗体检测的试剂,16024,抗Sp100抗体检测试剂,用于检测人体样本中的抗Sp100抗体。临床上用于原发性胆汁性胆管炎（PBC）的辅助诊断。,Ⅱ,682
3,16,用于自身抗体检测的试剂,16025,抗Ro-52抗体检测试剂,用于检测人体样本中的抗Ro-52抗体。临床上用于干燥综合征等自身免疫病的辅助诊断。,Ⅱ,683
